project_id,project_name,project_type,state,district,project_manager_id,village_count,land_area_acres,affected_families,total_landowners,project_budget,planned_start_date,planned_completion_date,current_stage,project_status,created_at,updated_at
LG-001074,Sawai Madhopur Industrial Corridor Bypass Construction,Industrial Corridor,Rajasthan,Sawai Madhopur,USR-01004,28,3275.55,938,2146,89246290096.07,2018-09-21,2023-09-20,Survey,Completed,2018-09-21 09:00:00,2019-02-10 09:00:00
LG-001075,Longding Highway Bypass Construction,Highway,Arunachal Pradesh,Longding,USR-00877,18,3186.06,3845,5848,82027294494.24,2022-12-16,2024-12-15,Approval,Active,2022-12-16 09:00:00,2023-07-08 09:00:00
LG-001076,Tawang Water Supply Expressway Development,Water Supply,Arunachal Pradesh,Tawang,USR-00877,3,1776.29,3944,4439,23863921764.08,2021-03-08,2027-03-07,R&R,Active,2021-03-08 09:00:00,2021-10-14 09:00:00
LG-001077,Gonda Railway Irrigation Modernization,Railway,Uttar Pradesh,Gonda,USR-00910,7,8663.6,1489,3127,55854378468.34,2018-06-05,2022-06-04,Possession,Active,2018-06-05 09:00:00,2018-08-29 09:00:00
LG-001078,Narsinghpur Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Madhya Pradesh,Narsinghpur,USR-00940,7,1985.51,440,730,75935142019.28,2020-04-21,2024-04-20,Approval,On Hold,2020-04-21 09:00:00,2020-09-10 09:00:00
LG-001079,Samastipur Water Supply Ring Road Phase II,Water Supply,Bihar,Samastipur,USR-01002,4,5012.33,3720,8791,88012694514.16,2021-04-17,2027-04-16,Legal Resolution,On Hold,2021-04-17 09:00:00,2021-08-05 09:00:00
LG-001080,Hoshiarpur Railway Expressway Development,Railway,Punjab,Hoshiarpur,USR-00957,8,3226.67,3013,7409,86942755032.23,2018-07-10,2020-07-09,Objection/Hearing,Active,2018-07-10 09:00:00,2018-08-26 09:00:00
LG-001081,Bareilly Railway Ring Road Phase II,Railway,Uttar Pradesh,Bareilly,USR-00910,13,9119.61,4322,8473,14182756979.03,2024-08-26,2026-08-26,Compensation,Active,2024-08-26 09:00:00,2025-03-07 09:00:00
LG-001082,Valsad Dam Industrial Cluster Feeder,Dam,Gujarat,Valsad,USR-00886,35,4789.55,3232,5743,12801928475.67,2024-04-14,2026-04-14,Documentation,Active,2024-04-14 09:00:00,2024-12-17 09:00:00
LG-001083,Phalodi Water Supply Freight Corridor Expansion,Water Supply,Rajasthan,Phalodi,USR-01004,18,415.7,227,342,63960478350.81,2023-04-24,2026-04-23,Land Identification,Active,2023-04-24 09:00:00,2023-10-22 09:00:00
LG-001084,West Karbi Anglong Highway Industrial Cluster Feeder,Highway,Assam,West Karbi Anglong,USR-00967,2,5984.75,2966,4217,38070355590.6,2023-12-22,2028-12-20,Land Identification,Completed,2023-12-22 09:00:00,2024-08-09 09:00:00
LG-001085,Charaideo Canal Power Grid Link,Canal,Assam,Charaideo,USR-00967,6,6406.5,2974,4609,10952163848.14,2024-07-09,2030-07-08,Legal Resolution,Active,2024-07-09 09:00:00,2024-08-26 09:00:00
LG-001086,Shahid Bhagat Singh Nagar Power Project Smart City Water Network,Power Project,Punjab,Shahid Bhagat Singh Nagar,USR-00957,5,8639.86,925,2319,66560904614.05,2021-04-12,2026-04-11,Possession,Active,2021-04-12 09:00:00,2021-11-04 09:00:00
LG-001087,Baran Highway Freight Corridor Expansion,Highway,Rajasthan,Baran,USR-00907,20,7290.62,4796,6210,12761256738.94,2022-11-21,2024-11-20,Documentation,Active,2022-11-21 09:00:00,2023-06-26 09:00:00
LG-001088,Cuddalore Railway Smart City Water Network,Railway,Tamil Nadu,Cuddalore,USR-00888,37,5647.66,3124,3598,30008827459.44,2023-06-16,2027-06-15,Possession,Completed,2023-06-16 09:00:00,2024-03-31 09:00:00
LG-001089,Agra Industrial Corridor Industrial Cluster Feeder,Industrial Corridor,Uttar Pradesh,Agra,USR-00910,19,4034.48,4738,7600,23036982608.81,2024-10-05,2026-10-05,Documentation,Completed,2024-10-05 09:00:00,2025-03-08 09:00:00
LG-001090,Murshidabad Power Project Irrigation Modernization,Power Project,West Bengal,Murshidabad,USR-00918,1,7032.33,413,519,79918525131.08,2019-07-26,2024-07-24,Compensation,Active,2019-07-26 09:00:00,2020-01-27 09:00:00
LG-001091,Amritsar Highway Power Grid Link,Highway,Punjab,Amritsar,USR-00957,23,6408.6,4029,9024,28252493654.61,2020-09-18,2025-09-17,Notification,Completed,2020-09-18 09:00:00,2021-02-24 09:00:00
LG-001092,Damoh Railway Metro Line Extension,Railway,Madhya Pradesh,Damoh,USR-00940,36,138.26,717,1252,49541624351.92,2020-09-02,2022-09-02,Compensation,Active,2020-09-02 09:00:00,2021-04-09 09:00:00
LG-001093,Deoria Railway Greenfield Connector,Railway,Uttar Pradesh,Deoria,USR-00910,20,8399.33,4519,7472,35921773843.67,2020-09-20,2025-09-19,Possession,Active,2020-09-20 09:00:00,2021-02-25 09:00:00
LG-001094,Hassan Power Project Smart City Water Network,Power Project,Karnataka,Hassan,USR-00934,23,7818.8,3893,6123,23786367346.39,2022-01-03,2027-01-02,Compensation,Active,2022-01-03 09:00:00,2022-10-19 09:00:00
LG-001095,Nagpur Urban Development Smart City Water Network,Urban Development,Maharashtra,Nagpur,USR-00875,31,4898.02,3343,7025,39886095187.13,2022-04-09,2025-04-08,Approval,Active,2022-04-09 09:00:00,2022-08-27 09:00:00
LG-001096,Sivasagar Highway Freight Corridor Expansion,Highway,Assam,Sivasagar,USR-00967,38,7527.85,2865,6351,92459018945.58,2023-11-15,2026-11-14,Approval,Active,2023-11-15 09:00:00,2024-03-05 09:00:00
LG-001097,East Siang Highway Metro Line Extension,Highway,Arunachal Pradesh,East Siang,USR-00944,12,368.19,124,342,57382713444.53,2018-10-08,2024-10-06,Legal Resolution,Active,2018-10-08 09:00:00,2019-04-14 09:00:00
LG-001098,Nainital Urban Development Bypass Construction,Urban Development,Uttarakhand,Nainital,USR-01015,37,6286.7,1203,2228,92160190885.39,2023-12-03,2029-12-01,Survey,Active,2023-12-03 09:00:00,2024-09-17 09:00:00
LG-001099,Hardoi Metro Power Grid Link,Metro,Uttar Pradesh,Hardoi,USR-00919,15,8432.47,11,46,45285978197.62,2023-04-17,2027-04-16,Final Handover,Active,2023-04-17 09:00:00,2023-11-01 09:00:00
LG-001100,Khammam Railway Irrigation Modernization,Railway,Telangana,Khammam,USR-00941,35,5843.26,3495,3898,54717077734.49,2018-02-08,2020-02-08,R&R,Completed,2018-02-08 09:00:00,2018-05-28 09:00:00
LG-001101,Mauganj Railway Expressway Development,Railway,Madhya Pradesh,Mauganj,USR-00974,35,8407.44,4725,6071,94093766314.76,2024-10-14,2029-10-13,R&R,Active,2024-10-14 09:00:00,2025-03-30 09:00:00
LG-001102,Sukma Water Supply Bypass Construction,Water Supply,Chhattisgarh,Sukma,USR-00926,2,2302.36,328,411,72649503153.73,2023-10-14,2027-10-13,Documentation,Active,2023-10-14 09:00:00,2024-04-21 09:00:00
LG-001103,Kanker Metro Metro Line Extension,Metro,Chhattisgarh,Kanker,USR-00911,14,2690.61,2394,5417,37586886749.52,2021-11-09,2026-11-08,Possession,Active,2021-11-09 09:00:00,2022-02-23 09:00:00
LG-001104,Palamu Industrial Corridor Ring Road Phase II,Industrial Corridor,Jharkhand,Palamu,USR-01000,31,7136.94,3416,4253,22389522575.03,2022-12-02,2027-12-01,Documentation,Completed,2022-12-02 09:00:00,2022-12-28 09:00:00
LG-001105,Bundi Water Supply Ring Road Phase II,Water Supply,Rajasthan,Bundi,USR-01018,15,9435.32,3929,5810,59608355537.57,2024-04-19,2029-04-18,R&R,On Hold,2024-04-19 09:00:00,2024-07-07 09:00:00
LG-001106,Sangareddy Water Supply Bypass Construction,Water Supply,Telangana,Sangareddy,USR-00945,5,5553.23,4251,8209,60571950435.11,2023-07-18,2025-07-17,Survey,On Hold,2023-07-18 09:00:00,2023-08-20 09:00:00
LG-001107,Ranipet Highway Freight Corridor Expansion,Highway,Tamil Nadu,Ranipet,USR-00976,16,3629.34,4188,6029,25561427580.49,2021-12-19,2026-12-18,Legal Resolution,Active,2021-12-19 09:00:00,2022-05-14 09:00:00
LG-001108,Raichur Canal Power Grid Link,Canal,Karnataka,Raichur,USR-00882,16,8889.52,593,968,59974585925.56,2022-04-05,2027-04-04,R&R,Active,2022-04-05 09:00:00,2022-05-26 09:00:00
LG-001109,Unnao Power Project Expressway Development,Power Project,Uttar Pradesh,Unnao,USR-00919,28,3798.33,2363,4319,28608990444.06,2021-01-22,2024-01-22,Notification,Completed,2021-01-22 09:00:00,2021-04-26 09:00:00
LG-001110,Amroha Highway Greenfield Connector,Highway,Uttar Pradesh,Amroha,USR-00919,22,4801.19,452,866,54859881632.03,2023-01-07,2028-01-06,Documentation,Active,2023-01-07 09:00:00,2023-04-13 09:00:00
LG-001111,Churu Urban Development Industrial Cluster Feeder,Urban Development,Rajasthan,Churu,USR-00907,23,611.3,3906,4303,56116553680.89,2024-04-28,2028-04-27,R&R,Active,2024-04-28 09:00:00,2024-12-29 09:00:00
LG-001112,Dudu Dam Ring Road Phase II,Dam,Rajasthan,Dudu,USR-00907,2,1573.73,682,1667,95485076136.09,2020-03-22,2022-03-22,Objection/Hearing,Completed,2020-03-22 09:00:00,2020-04-20 09:00:00
LG-001113,Beed Dam Irrigation Modernization,Dam,Maharashtra,Beed,USR-00901,7,957.89,2303,5336,37010452062.85,2021-09-12,2026-09-11,Survey,Completed,2021-09-12 09:00:00,2022-06-25 09:00:00
LG-001114,Latehar Railway Power Grid Link,Railway,Jharkhand,Latehar,USR-01000,16,205.23,3339,5159,61937555864.03,2019-10-02,2022-10-01,Possession,Active,2019-10-02 09:00:00,2019-12-28 09:00:00
LG-001115,Mandsaur Industrial Corridor Expressway Development,Industrial Corridor,Madhya Pradesh,Mandsaur,USR-00956,27,8859.58,370,578,29120691855.83,2024-02-07,2030-02-05,Compensation,Active,2024-02-07 09:00:00,2024-04-29 09:00:00
LG-001116,Ballia Highway Expressway Development,Highway,Uttar Pradesh,Ballia,USR-00910,27,1185.46,929,2066,82022269304.86,2022-12-20,2026-12-19,Land Identification,Active,2022-12-20 09:00:00,2023-07-29 09:00:00
LG-001117,Srikakulam Dam Smart City Water Network,Dam,Andhra Pradesh,Srikakulam,USR-00935,10,4084.99,1647,3629,89346617961.25,2018-09-28,2022-09-27,Survey,Active,2018-09-28 09:00:00,2018-10-11 09:00:00
LG-001118,Muzaffarpur Water Supply Expressway Development,Water Supply,Bihar,Muzaffarpur,USR-01002,20,1951.37,2892,5045,92940961857.45,2018-07-11,2024-07-09,Documentation,Active,2018-07-11 09:00:00,2018-10-25 09:00:00
LG-001119,Baksa Railway Industrial Cluster Feeder,Railway,Assam,Baksa,USR-00909,11,9763.01,4854,10821,88294133390.58,2024-11-25,2030-11-24,Land Identification,Active,2024-11-25 09:00:00,2025-03-15 09:00:00
LG-001120,West Kameng Water Supply Power Grid Link,Water Supply,Arunachal Pradesh,West Kameng,USR-00877,10,9159.77,3006,3429,48838468259.1,2023-05-03,2026-05-02,R&R,Active,2023-05-03 09:00:00,2023-09-07 09:00:00
LG-001121,Kanpur Dehat Industrial Corridor Industrial Cluster Feeder,Industrial Corridor,Uttar Pradesh,Kanpur Dehat,USR-00910,35,1082.7,1221,2657,651745781.81,2018-06-14,2023-06-13,R&R,Active,2018-06-14 09:00:00,2019-01-19 09:00:00
LG-001122,Medchal-Malkajgiri Industrial Corridor Metro Line Extension,Industrial Corridor,Telangana,Medchal-Malkajgiri,USR-00899,33,344.15,2408,5523,76852954680.96,2018-07-10,2023-07-09,Objection/Hearing,Completed,2018-07-10 09:00:00,2018-11-16 09:00:00
LG-001123,Khawzawl Railway Industrial Cluster Feeder,Railway,Mizoram,Khawzawl,USR-00915,21,2276.93,926,1988,56748863301.49,2018-03-01,2024-02-28,Documentation,Active,2018-03-01 09:00:00,2018-08-08 09:00:00
LG-001124,Darbhanga Canal Bypass Construction,Canal,Bihar,Darbhanga,USR-01008,38,6915.51,3284,4717,43422853912.28,2023-03-15,2026-03-14,Objection/Hearing,Completed,2023-03-15 09:00:00,2023-06-08 09:00:00
LG-001125,Cuttack Railway Freight Corridor Expansion,Railway,Odisha,Cuttack,USR-00933,12,3874.36,1500,2002,97653058992.59,2018-07-04,2024-07-02,Objection/Hearing,Active,2018-07-04 09:00:00,2018-08-24 09:00:00
LG-001126,Champhai Power Project Bypass Construction,Power Project,Mizoram,Champhai,USR-01017,1,5405.48,3015,5707,14109267320.77,2019-04-21,2022-04-20,Legal Resolution,Active,2019-04-21 09:00:00,2019-06-10 09:00:00
LG-001127,Sukma Highway Freight Corridor Expansion,Highway,Chhattisgarh,Sukma,USR-00968,9,8429.96,4518,5263,71685254728.41,2023-07-04,2029-07-02,Final Handover,Active,2023-07-04 09:00:00,2023-08-15 09:00:00
LG-001128,Kolhapur Urban Development Expressway Development,Urban Development,Maharashtra,Kolhapur,USR-00955,12,1445.07,3876,4901,71034921582.84,2021-08-21,2025-08-20,Survey,Active,2021-08-21 09:00:00,2022-06-17 09:00:00
LG-001129,Singrauli Power Project Power Grid Link,Power Project,Madhya Pradesh,Singrauli,USR-00940,24,6110.95,1375,2173,4835390151.32,2018-02-28,2021-02-27,Survey,Active,2018-02-28 09:00:00,2018-10-20 09:00:00
LG-001130,Kekri Urban Development Industrial Cluster Feeder,Urban Development,Rajasthan,Kekri,USR-00943,10,2438.21,2619,4334,12982290995.41,2024-01-23,2027-01-22,Land Identification,Active,2024-01-23 09:00:00,2024-08-05 09:00:00
LG-001131,Chennai Metro Greenfield Connector,Metro,Tamil Nadu,Chennai,USR-00888,4,7361.32,1789,2945,56868744860.76,2021-03-10,2024-03-09,Survey,Active,2021-03-10 09:00:00,2021-08-15 09:00:00
LG-001132,Baksa Water Supply Metro Line Extension,Water Supply,Assam,Baksa,USR-00967,5,9225.61,4480,7278,79748873093.22,2022-10-02,2025-10-01,Survey,Active,2022-10-02 09:00:00,2023-04-15 09:00:00
LG-001133,Ratlam Highway Smart City Water Network,Highway,Madhya Pradesh,Ratlam,USR-00878,29,3574.8,4382,9051,58556595267.55,2022-08-22,2027-08-21,Survey,Active,2022-08-22 09:00:00,2023-02-16 09:00:00
LG-001134,Salumbar Railway Expressway Development,Railway,Rajasthan,Salumbar,USR-01004,13,6391.68,3045,6755,8059758766.05,2020-01-11,2026-01-09,Compensation,Completed,2020-01-11 09:00:00,2020-05-31 09:00:00
LG-001135,Kendujhar Highway Power Grid Link,Highway,Odisha,Kendujhar,USR-00933,37,6185.25,1030,1193,50771312192.96,2018-05-28,2022-05-27,Possession,Active,2018-05-28 09:00:00,2018-06-25 09:00:00
LG-001136,Kanpur Nagar Railway Freight Corridor Expansion,Railway,Uttar Pradesh,Kanpur Nagar,USR-00919,5,1214.86,4642,8704,98260768409.25,2024-05-02,2027-05-02,Final Handover,Active,2024-05-02 09:00:00,2025-02-06 09:00:00
LG-001137,Pudukkottai Highway Metro Line Extension,Highway,Tamil Nadu,Pudukkottai,USR-00976,22,6605.53,49,100,51993628513.55,2024-02-05,2028-02-04,Notification,Active,2024-02-05 09:00:00,2024-09-27 09:00:00
LG-001138,Mohla-Manpur-Ambagarh Chowki Canal Irrigation Modernization,Canal,Chhattisgarh,Mohla-Manpur-Ambagarh Chowki,USR-00968,27,6338.59,479,688,14678025488.72,2023-08-24,2029-08-22,Documentation,Active,2023-08-24 09:00:00,2024-04-29 09:00:00
LG-001139,Karimganj Canal Greenfield Connector,Canal,Assam,Karimganj,USR-00967,16,8222.5,1580,3589,68935614670.18,2020-05-11,2022-05-11,R&R,Active,2020-05-11 09:00:00,2020-10-20 09:00:00
LG-001140,Kallakurichi Highway Ring Road Phase II,Highway,Tamil Nadu,Kallakurichi,USR-00976,16,4329.5,1650,3750,13144984140.18,2019-05-21,2025-05-19,Final Handover,Active,2019-05-21 09:00:00,2019-09-21 09:00:00
LG-001141,Kra Daadi Dam Metro Line Extension,Dam,Arunachal Pradesh,Kra Daadi,USR-00874,13,4398.18,2027,5027,57510127902.52,2020-11-22,2022-11-22,Survey,Active,2020-11-22 09:00:00,2021-03-17 09:00:00
LG-001142,Pratapgarh Urban Development Irrigation Modernization,Urban Development,Rajasthan,Pratapgarh,USR-01018,15,4117.06,102,157,46481399804.26,2020-09-01,2024-08-31,Compensation,Active,2020-09-01 09:00:00,2020-10-29 09:00:00
LG-001143,Shravasti Industrial Corridor Power Grid Link,Industrial Corridor,Uttar Pradesh,Shravasti,USR-00919,14,9706.66,2357,3449,89567679765.78,2019-03-10,2025-03-08,Survey,Completed,2019-03-10 09:00:00,2019-06-15 09:00:00
LG-001144,Jodhpur Canal Metro Line Extension,Canal,Rajasthan,Jodhpur,USR-00907,1,3868.01,3776,5673,80230856912.25,2022-09-06,2024-09-05,Survey,Cancelled,2022-09-06 09:00:00,2022-12-26 09:00:00
LG-001145,Shajapur Highway Irrigation Modernization,Highway,Madhya Pradesh,Shajapur,USR-00878,24,8050.84,4552,8321,37659882249.08,2019-05-01,2022-04-30,Approval,Active,2019-05-01 09:00:00,2019-08-18 09:00:00
LG-001146,Kallakurichi Industrial Corridor Ring Road Phase II,Industrial Corridor,Tamil Nadu,Kallakurichi,USR-00976,19,1113.82,3968,5141,60658830035.02,2024-12-08,2026-12-08,Land Identification,Completed,2024-12-08 09:00:00,2025-03-02 09:00:00
LG-001147,Wardha Highway Power Grid Link,Highway,Maharashtra,Wardha,USR-00885,22,6076.8,2016,3609,70608123261.96,2019-04-03,2024-04-01,Notification,Active,2019-04-03 09:00:00,2019-07-27 09:00:00
LG-001148,Bhilwara Highway Smart City Water Network,Highway,Rajasthan,Bhilwara,USR-00907,14,6754.65,1686,3968,67475227363.67,2023-06-17,2025-06-16,R&R,Active,2023-06-17 09:00:00,2023-08-22 09:00:00
LG-001149,Siddharthnagar Industrial Corridor Ring Road Phase II,Industrial Corridor,Uttar Pradesh,Siddharthnagar,USR-00910,23,5345.38,4294,10305,74055394637.0,2022-01-03,2026-01-02,Final Handover,Active,2022-01-03 09:00:00,2022-05-31 09:00:00
LG-001150,Shahdol Railway Bypass Construction,Railway,Madhya Pradesh,Shahdol,USR-00940,36,6945.44,2564,4530,92779513942.55,2020-10-16,2023-10-16,R&R,Active,2020-10-16 09:00:00,2020-10-29 09:00:00
LG-001151,Chamoli Highway Industrial Cluster Feeder,Highway,Uttarakhand,Chamoli,USR-01015,15,8836.39,615,1559,97849485601.92,2019-08-17,2024-08-15,Documentation,Active,2019-08-17 09:00:00,2019-09-03 09:00:00
LG-001152,Muzaffarnagar Power Project Power Grid Link,Power Project,Uttar Pradesh,Muzaffarnagar,USR-00919,11,5656.15,3024,6218,78086495861.8,2022-06-21,2024-06-20,Land Identification,Cancelled,2022-06-21 09:00:00,2022-12-28 09:00:00
LG-001153,Junagadh Metro Industrial Cluster Feeder,Metro,Gujarat,Junagadh,USR-00886,28,7810.23,2925,3227,70448193841.28,2023-07-15,2025-07-14,Possession,Active,2023-07-15 09:00:00,2023-08-07 09:00:00
LG-001154,Karbi Anglong Metro Ring Road Phase II,Metro,Assam,Karbi Anglong,USR-00909,29,8788.87,508,1007,87695424784.75,2024-05-15,2028-05-14,Final Handover,Completed,2024-05-15 09:00:00,2025-02-06 09:00:00
LG-001155,Gopalganj Industrial Corridor Bypass Construction,Industrial Corridor,Bihar,Gopalganj,USR-01008,38,546.98,2612,5177,24267590230.34,2023-12-19,2027-12-18,Approval,Active,2023-12-19 09:00:00,2024-07-03 09:00:00
LG-001156,West Godavari Water Supply Expressway Development,Water Supply,Andhra Pradesh,West Godavari,USR-00935,6,3337.9,4880,6345,91869985895.54,2019-12-20,2021-12-19,Approval,Active,2019-12-20 09:00:00,2020-01-27 09:00:00
LG-001157,Bhojpur Highway Industrial Cluster Feeder,Highway,Bihar,Bhojpur,USR-01005,33,6243.5,3285,4229,25463417825.6,2024-11-23,2026-11-23,Compensation,Active,2024-11-23 09:00:00,2025-01-16 09:00:00
LG-001158,Virudhunagar Railway Power Grid Link,Railway,Tamil Nadu,Virudhunagar,USR-00976,28,1670.42,3121,6048,52109796702.7,2019-09-10,2021-09-09,Possession,Active,2019-09-10 09:00:00,2020-03-13 09:00:00
LG-001159,Kokrajhar Urban Development Metro Line Extension,Urban Development,Assam,Kokrajhar,USR-01014,17,8319.32,3762,6566,67337807753.88,2022-04-23,2026-04-22,Possession,Active,2022-04-23 09:00:00,2022-08-18 09:00:00
LG-001160,Chhindwara Highway Smart City Water Network,Highway,Madhya Pradesh,Chhindwara,USR-00982,36,5575.12,3174,3982,58647802756.51,2022-03-08,2027-03-07,Approval,On Hold,2022-03-08 09:00:00,2022-07-28 09:00:00
LG-001161,Jaunpur Airport Smart City Water Network,Airport,Uttar Pradesh,Jaunpur,USR-00910,26,9440.74,3146,4720,17707572887.52,2019-06-21,2021-06-20,Documentation,Completed,2019-06-21 09:00:00,2019-08-01 09:00:00
LG-001162,Dibang Valley Dam Bypass Construction,Dam,Arunachal Pradesh,Dibang Valley,USR-00877,23,5496.03,1873,3106,70388834682.41,2020-08-08,2026-08-07,Approval,Active,2020-08-08 09:00:00,2020-11-10 09:00:00
LG-001163,Gautam Buddha Nagar Dam Ring Road Phase II,Dam,Uttar Pradesh,Gautam Buddha Nagar,USR-00910,20,2770.33,2588,5277,46398339270.27,2022-11-14,2026-11-13,Legal Resolution,Active,2022-11-14 09:00:00,2023-05-03 09:00:00
LG-001164,Shivamogga Water Supply Industrial Cluster Feeder,Water Supply,Karnataka,Shivamogga,USR-00924,29,8207.87,2583,4272,23709148269.27,2019-11-21,2023-11-20,Possession,Active,2019-11-21 09:00:00,2019-12-08 09:00:00
LG-001165,Nalanda Highway Metro Line Extension,Highway,Bihar,Nalanda,USR-00979,27,2782.19,124,227,80929800900.6,2024-01-05,2029-01-03,Compensation,Active,2024-01-05 09:00:00,2024-03-16 09:00:00
LG-001166,Khammam Power Project Expressway Development,Power Project,Telangana,Khammam,USR-00899,12,7505.2,4375,10669,40208509559.49,2020-01-22,2024-01-21,Approval,Completed,2020-01-22 09:00:00,2020-10-18 09:00:00
LG-001167,Shahpura Power Project Power Grid Link,Power Project,Rajasthan,Shahpura,USR-00912,7,6087.95,2348,5034,63300801838.33,2023-02-27,2028-02-26,Land Identification,Active,2023-02-27 09:00:00,2023-06-02 09:00:00
LG-001168,Lucknow Industrial Corridor Irrigation Modernization,Industrial Corridor,Uttar Pradesh,Lucknow,USR-00919,11,8159.38,2036,3540,12418357130.34,2024-10-15,2026-10-15,Survey,Active,2024-10-15 09:00:00,2025-08-01 09:00:00
LG-001169,Amethi Water Supply Expressway Development,Water Supply,Uttar Pradesh,Amethi,USR-00910,3,6119.83,3254,6590,23625624892.61,2022-05-08,2024-05-07,Land Identification,Active,2022-05-08 09:00:00,2022-09-28 09:00:00
